Indicator	Category	Ransomware	Keylogger	Worm	Backdoor	Techniques
Contains reference to rspndr.sys which is Link-Layer Topology Responder Driver for NDIS 6.	references	0	0	0	0	
Contains reference to rss.exe which is Microsoft Remote Storage Server Command Line Interface.	references	0	0	0	0	
Contains reference to rsserv.exe which is Remote Storage Server.	references	0	0	0	0	
Contains reference to rsservps.dll which is Remote Storage Server Proxy / Stub.	references	0	0	0	0	
Contains reference to rsshell.dll which is Remote Storage Shell Extension.	references	0	0	0	0	
Contains reference to rssub.dll which is Remote Storage Media.	references	0	0	0	0	
Contains reference to rssubps.dll which is Remote Storage Subsytem Proxy / Stub.	references	0	0	0	0	
Contains reference to rstask.dll which is Remote Storage Task Server.	references	0	0	0	0	
Contains reference to rstore.exe which is RS Restore program.	references	0	0	0	0	
Contains reference to rstrtmgr.dll which is Restart Manager.	references	0	0	0	0	
Contains reference to rstrui.exe which is Microsoft Windows System Restore.	references	0	0	0	0	
Contains reference to rt630x64.sys which is Realtek 8101E/8168/8169 NDIS 6.30 64-bit Driver.	references	0	0	0	0	
Contains reference to rt630x86.sys which is Realtek 8101E/8168/8169 NDIS 6.30 32-bit Driver.	references	0	0	0	0	
Contains reference to rt64win7.sys which is Realtek 8101E/8168/8169 NDIS 6.20 64-bit Driver.	references	0	0	0	0	
Contains reference to rtcdll.dll which is RTC User Agent DLL.	references	0	0	0	0	
Contains reference to rtcres.dll which is RTC Resource DLL.	references	0	0	0	0	
Contains reference to rtcshare.exe which is RTC App Sharing.	references	0	0	0	0	
Contains reference to rtffilt.dll which is RTF Filter.	references	0	0	0	0	
Contains reference to rtl8187b.sys which is Realtek RTL8187B NDIS Driver.	references	0	0	0	0	
Contains reference to rtl8187se.sys which is Realtek RTL8187S PCIE NDIS Driverr.	references	0	0	0	0	
Contains reference to rtl8192se.sys which is Realtek RTL81892SE NDIS Driverr.	references	0	0	0	0	
Contains reference to rtl8192su.sys which is Realtek RTL8192S USB NDIS Driver.	references	0	0	0	0	
Contains reference to rtl819xp.sys which is Realtek RTL819xP NDIS Driverr.	references	0	0	0	0	
Contains reference to rtl85n64.sys which is Realtek 8180/8185 Wireless Device.	references	0	0	0	0	
Contains reference to rtl85n86.sys which is Realtek 8180/8185 Wireless Device.	references	0	0	0	0	
Contains reference to rtlh64.sys which is Realtek 8101/8168/8169 NDIS6 64-bit Driver.	references	0	0	0	0	
Contains reference to rtm.dll which is Routing Table Manager.	references	0	0	0	0	
Contains reference to rtnic64.sys which is Realtek 10/100 X64 Driver.	references	0	0	0	0	
Contains reference to rtnicxp.sys which is Realtek 10/100 NDIS 5.1 Driver.	references	0	0	0	0	
Contains reference to rtrfiltr.dll which is packet filters configuration.	references	0	0	0	0	
Contains reference to rtrupg.dll which is Steelhead to NT 5.0 Registry Upgrader.	references	0	0	0	0	
Contains reference to rtscom.dll which is Microsoft Tablet PC Real Time Stylus Platform Component.	references	0	0	0	0	
Contains reference to rtstreamsink.ax which is RTStream Sink Filter.	references	0	0	0	0	
Contains reference to rtstreamsource.ax which is RTStream Source Filter.	references	0	0	0	0	
Contains reference to rtu30x64w8.sys which is Realtek USB GBE NIC NDIS6.30 64-bit Driver.	references	0	0	0	0	
Contains reference to rtu30x86w8.sys which is Realtek USB GBE NIC NDIS6.30 32-bit Driver.	references	0	0	0	0	
Contains reference to rtu64w8.sys which is Realtek USB NIC NDIS6.30 64-bit Driver.	references	0	0	0	0	
Contains reference to rtu86w8.sys which is Realtek USB NIC NDIS6.30 32-bit Driver.	references	0	0	0	0	
Contains reference to rtutils.dll which is Routing Utilities.	references	0	0	0	0	
Contains reference to rtwlane.sys which is Realtek PCIE NDIS Driverr.	references	0	0	0	0	
Contains reference to rtwlanu.sys which is Realtek WLAN USB NDIS Driver.	references	0	0	0	0	
Contains reference to rtworkq.dll which is Realtime WorkQueue DLL.	references	0	0	0	0	
Contains reference to runas.exe which is Run As Utility.	references	0	0	0	0	
Contains reference to rundll32.exe which is Windows host process (Rundll32).	references	0	0	0	0	
Contains reference to runlegacycplelevated.exe which is Run a legacy CPL elevated.	references	0	0	0	0	
Contains reference to runonce.exe which is Run Once Wrapper.	references	0	0	0	0	
Contains reference to runtimebroker.exe which is Runtime Broker.	references	0	0	0	0	
Contains reference to rw001ext.dll which is Ricoh WIA driver for Aficio IS01.	references	0	0	0	0	
Contains reference to rw330ext.dll which is 3Ricoh WIA Scanner UI Extension DLL.	references	0	0	0	0	
Contains reference to rw430ext.dll which is Ricoh WIA Scanner UI Extension DLL.	references	0	0	0	0	
Contains reference to rw450ext.dll which is Ricoh WIA Scanner UI Extension DLL.	references	0	0	0	0	
Contains reference to rwia001.dll which is WIA Scanner Driver.	references	0	0	0	0	
Contains reference to rwia330.dll which is WIA Scanner Driver.	references	0	0	0	0	
Contains reference to rwia430.dll which is WIA Scanner Driver.	references	0	0	0	0	
Contains reference to rwia450.dll which is WIA Scanner Driver for IS450.	references	0	0	0	0	
Contains reference to rwinsta.exe which is Reset Session Utility.	references	0	0	0	0	
Contains reference to s3cap.sys which is Microsoft S3 Emulated Device Cap Driver.	references	0	0	0	0	
Contains reference to saadmcfg.dll which is Server Appliance Admin config Plugin.	references	0	0	0	0	
Contains reference to saadmweb.dll which is Server Appliance Admin Plugin.	references	0	0	0	0	
Contains reference to saalteml.dll which is Server Appliance Alert Email.	references	0	0	0	0	
Contains reference to sacdrv.sys which is Windows SAC Driver.	references	0	0	0	0	
Contains reference to sachglng.dll which is Microsoft Server Appliance Changle Language Component.	references	0	0	0	0	
Contains reference to sacore.dll which is Microsoft Server Appliance Core Web Framework.	references	0	0	0	0	
Contains reference to sacoremsg.dll which is Microsoft Server Appliance Core Web Framework.	references	0	0	0	0	
Contains reference to sacsess.exe which is Microsoft SAC Service Helper.	references	0	0	0	0	
Contains reference to sacsvr.dll which is Microsoft EMS SAC Service.	references	0	0	0	0	
Contains reference to sadattim.dll which is Microsoft Server Appliance Set Date Time Localization Manager Component.	references	0	0	0	0	
Contains reference to sadrvor.dll which is XPS Rasterization Filter.	references	0	0	0	0	
Contains reference to sadrvpj.dll which is XPS Pjl Feature Filter.	references	0	0	0	0	
Contains reference to sadrvsc.dll which is Color Management System.	references	0	0	0	0	
Contains reference to sadrvzd.dll which is Interface Filter.	references	0	0	0	0	
Contains reference to sadvceid.dll which is Microsoft Server Appliance Network Plugin.	references	0	0	0	0	
Contains reference to saerhdl8.dll which is WIA Scanner Driver (WIA ErrorHandler 64).	references	0	0	0	0	
Contains reference to saerhdlr.dll which is WIA Scanner Driver (WIA ErrorHandler 64).	references	0	0	0	0	
Contains reference to saevent.dll which is Microsoft Server Appliance Event Log Plugin.	references	0	0	0	0	
Contains reference to safemodc.h1s which is Compiled Microsoft Help 2.0 Title.	references	0	0	0	0	
Contains reference to safemods.h1s which is Compiled Microsoft Help 2.0 Title.	references	0	0	0	0	
Contains reference to saferconcepts.h1s which is Compiled Microsoft Help 2.0 Title.	references	0	0	0	0	
Contains reference to safrcdlg.dll which is Microsoft PCHealth Remote Assistance File Open and Save controls.	references	0	0	0	0	
Contains reference to safrdm.dll which is Microsoft Help Center Desktop Manager.	references	0	0	0	0	
Contains reference to safrslv.dll which is Microsoft Help Center Session Resolver.	references	0	0	0	0	
Contains reference to sagenmsg.dll which is Microsoft Server Appliance Generic Localization Mnager Component.	references	0	0	0	0	
Contains reference to sagnlset.dll which is Microsoft Server Appliance Master Settings Plugin.	references	0	0	0	0	
Contains reference to sahelp.dll which is Microsoft Server Appliance Help Plugin.	references	0	0	0	0	
Contains reference to saimgfl8.dll which is WIA Scanner Driver (WIA ImageFilter 64).	references	0	0	0	0	
Contains reference to saimgflt.dll which is WIA Scanner Driver (WIA ImageFilter 64).	references	0	0	0	0	
Contains reference to sainstal.dll which is Microsoft Remote Administration Tools Setup.	references	0	0	0	0	
Contains reference to sainstall.dll which is Microsoft Remote Administration Tools Setup.	references	0	0	0	0	
Contains reference to sakitmsg.dll which is Microsoft Server Appliance Localization Manager Component.	references	0	0	0	0	
Contains reference to salocaluimsg.dll which is Microsoft Server Appliance Generic Localization Manager Component.	references	0	0	0	0	
Contains reference to saloclui.dll which is Microsoft Server Appliance Generic Localization Manager Component.	references	0	0	0	0	
Contains reference to salog.dll which is Microsoft Server Appliance Other Logs Plugin.	references	0	0	0	0	
Contains reference to salogs.dll which is Microsoft Server Appliance Logs Plugin.	references	0	0	0	0	
Contains reference to samcli.dll which is Security Accounts Manager Client DLL.	references	0	0	0	0	
Contains reference to samindr8.dll which is WIA Scanner Driver (WIA Minidriver 64).	references	0	0	0	0	
Contains reference to samindrv.dll which is WIA Scanner Driver (WIA Minidriver 64).	references	0	0	0	0	
Contains reference to samlib.dll which is SAM Library DLL.	references	0	0	0	0	
Contains reference to sampleres.dll which is Microsoft Samples.	references	0	0	0	0	
Contains reference to samsrv.dll which is SAM Server DLL.	references	0	0	0	0	
Contains reference to sanic.dll which is Microsoft Server Appliance Network Plugin.	references	0	0	0	0	
Contains reference to sanicgbl.dll which is Microsoft Server Appliance Network Plugin.	references	0	0	0	0	
Contains reference to sanmgr.h1s which is Compiled Microsoft Help 2.0 Title.	references	0	0	0	0	
Contains reference to sapi.cpl which is Speech UX Control Panel.	references	0	0	0	0	
Contains reference to sapi.dll which is Speech API.	references	0	0	0	0	
Contains reference to sapisvr.exe which is Speech Recognition.	references	0	0	0	0	
Contains reference to sas.dll which is WinLogon Software SAS Library.	references	0	0	0	0	
Contains reference to sasegflt.dll which is WIA Scanner Driver (WIA SegFilter 64).	references	0	0	0	0	
Contains reference to sashutdn.dll which is Microsoft Server Appliance Shutdown Plugin.	references	0	0	0	0	
Contains reference to sashutdown_msg.dll which is Microsoft Server Appliance Shutdown Plugin.	references	0	0	0	0	
Contains reference to sasitare.dll which is Microsoft Server Appliance Web Site Area Plugin.	references	0	0	0	0	
Contains reference to saslfcrt.dll which is Microsoft Server Appliance SSL Certificate Generation.	references	0	0	0	0	
Contains reference to sasysinf.dll which is Microsoft Server Appliance System Info Plugin.	references	0	0	0	0	
Contains reference to satelnet.dll which is Microsoft Server Appliance Folders and Shares Plugin.	references	0	0	0	0	
Contains reference to satservr.dll which is Microsoft Server Appliance Core Web Framework.	references	0	0	0	0	
Contains reference to sausrmsg.dll which is Microsoft Server Appliance Users and Groups Plugin.	references	0	0	0	0	
Contains reference to savedump.exe which is Windows Save Dump Utility.	references	0	0	0	0	
Contains reference to sbdrop.dll which is Sidebar droptarget.	references	0	0	0	0	
Contains reference to sbe.dll which is DirectShow Stream Buffer Filter..	references	0	0	0	0	
Contains reference to sbeio.dll which is Stream Buffer IO DLL.	references	0	0	0	0	
Contains reference to sberes.dll which is DirectShow Stream Buffer Filter Resouces..	references	0	0	0	0	
Contains reference to sbp2port.sys which is SBP-2 Protocol Driver.	references	0	0	0	0	
Contains reference to sbs_diasymreader.dll which is Microsoft .NET Framework v1.0 compatibility.	references	0	0	0	0	
Contains reference to sbs_iehost.dll which is Microsoft .NET Framework Setup.	references	0	0	0	0	
Contains reference to sbs_microsoft.jscript.dll which is Microsoft .NET Framework v1.0 compatibility.	references	0	0	0	0	
Contains reference to sbs_microsoft.vsa.vb.codedomprocessor.dll which is Microsoft .NET Framework Setup.	references	0	0	0	0	
Contains reference to sbs_mscordbi.dll which is Microsoft .NET Framework v1.0 compatibility.	references	0	0	0	0	
Contains reference to sbs_mscorrc.dll which is Microsoft .NET Framework v1.0 compatibility.	references	0	0	0	0	
Contains reference to sbs_mscorsec.dll which is Microsoft .NET Framework v1.0 compatibility.	references	0	0	0	0	
Contains reference to sbs_system.configuration.install.dll which is Microsoft .NET Framework v1.0 compatibility.	references	0	0	0	0	
Contains reference to sbs_system.data.dll which is Microsoft .NET Framework v1.0 compatibility.	references	0	0	0	0	
Contains reference to sbs_system.enterpriseservices.dll which is Microsoft .NET Framework v1.0 compatibility.	references	0	0	0	0	
Contains reference to sbs_vsavb7rt.dll which is Microsoft .NET Framework Setup.	references	0	0	0	0	
Contains reference to sbs_wminet_utils.dll which is Microsoft .NET Framework v1.0 compatibility.	references	0	0	0	0	
Contains reference to sbscmp10.dll which is Microsoft .NET Framework v1.0 compatibility.	references	0	0	0	0	
